Player & Team,Player,Team,Pos,TOI,PDO,ZSR,G/60,d ixGF,iCF/60,iSh%,A1/60,sA1,GA/60,d xGA,CA/60,PP Sample Size,Poss Entry Rate,Poss Entry %,Poss Exits Rate,Poss Exit %,Entries Denied Rate,Denial %,Avg
DION.PHANEUF.OTT,DION PHANEUF (OTT),OTT,D,5,6,4,5,6,4,5,7,4,3,5,0,5,3,4,3,3,4,4,4
DRAKE.CAGGIULA.EDM,DRAKE CAGGIULA (EDM),EDM,F,4,3,6,5,5,5,5,4,7,3,3,2,3,3,4,3,3,,,4
ERIK.GUDBRANSON.VAN,ERIK GUDBRANSON (VAN),VAN,D,4,6,4,4,5,3,5,3,3,7,6,3,3,3,4,4,2,7,6,4
FREDRIK.CLAESSON.OTT,FREDRIK CLAESSON (OTT),OTT,D,2,4,6,4,4,4,4,2,2,6,5,4,4,5,4,3,3,5,8,4
GARNET.HATHAWAY.CGY,GARNET HATHAWAY (CGY),CGY,F,3,7,6,4,3,5,4,8,2,7,7,5,2,2,4,0,4,,,4
JAMIE.OLEKSIAK.DAL,JAMIE OLEKSIAK (DAL),DAL,D,2,2,5,6,6,3,7,5,3,3,5,4,2,5,6,7,0,0,3,4
JANNIK.HANSEN.SJS,JANNIK HANSEN (SJS),SJS,F,3,4,5,1,2,2,1,3,3,6,6,6,3,8,3,6,5,,,4
JOEL.ERIKSSON EK.MIN,JOEL ERIKSSON EK (MIN),MIN,F,4,5,5,2,2,6,2,4,2,8,7,5,4,3,3,3,3,,,4
JOEL.WARD.SJS,JOEL WARD (SJS),SJS,F,3,4,6,3,3,2,4,3,4,7,8,6,4,3,4,3,4,,,4
JOHN.HAYDEN.CHI,JOHN HAYDEN (CHI),CHI,F,2,3,3,3,3,5,3,7,2,4,3,4,4,9,1,7,4,,,4
JOHNNY.ODUYA.OTT,JOHNNY ODUYA (OTT),OTT,D,3,4,5,5,6,3,6,4,2,4,5,5,4,3,7,1,4,2,6,4
JONATHAN.ERICSSON.DET,JONATHAN ERICSSON (DET),DET,D,5,5,2,4,6,2,5,6,4,4,5,6,6,3,2,6,3,3,3,4
JORDAN.MARTINOOK.ARI,JORDAN MARTINOOK (ARI),ARI,F,4,1,1,4,4,5,4,4,4,3,2,6,3,7,3,7,4,,,4
JORI.LEHTERA.PHI,JORI LEHTERA (PHI),PHI,F,2,3,5,1,3,0,1,3,5,5,5,8,6,5,6,6,2,,,4
JUSSI.JOKINEN.LAK,JUSSI JOKINEN (LAK),LAK,F,2,5,5,3,5,3,3,4,3,6,7,4,2,3,0,10,2,,,4
JUSSI.JOKINEN.TOT,JUSSI JOKINEN (TOT),TOT,F,3,3,5,2,3,4,2,3,5,7,6,5,3,5,3,9,3,,,4
KEVIN.CONNAUTON.ARI,KEVIN CONNAUTON (ARI),ARI,D,1,5,3,5,6,6,5,3,4,5,6,2,2,6,6,4,3,5,1,4
KYLE.BRODZIAK.STL,KYLE BRODZIAK (STL),STL,F,3,6,0,5,6,4,5,3,3,6,5,4,4,3,5,6,5,,,4
KYLE.PALMIERI.NJD,KYLE PALMIERI (NJD),NJD,F,6,3,5,3,3,6,3,2,5,3,5,5,4,4,3,5,3,,,4
LOGAN.SHAW.ANA,LOGAN SHAW (ANA),ANA,F,3,5,4,3,2,7,3,5,2,6,7,4,4,6,2,6,4,,,4
LOGAN.SHAW.TOT,LOGAN SHAW (TOT),TOT,F,2,4,4,3,2,7,3,4,2,6,6,5,4,5,2,5,4,,,4
LUCA.SBISA.VGK,LUCA SBISA (VGK),VGK,D,5,7,2,5,6,3,5,7,3,6,7,0,3,4,3,3,4,6,5,4
LUKE.SCHENN.ARI,LUKE SCHENN (ARI),ARI,D,2,3,3,2,3,5,2,3,5,6,6,2,3,2,2,6,5,9,4,4
MADISON.BOWEY.WSH,MADISON BOWEY (WSH),WSH,D,1,6,7,2,1,4,2,4,2,7,9,4,3,4,4,6,6,7,2,4
MARC.STAAL.NYR,MARC STAAL (NYR),NYR,D,4,5,3,2,1,3,2,5,3,5,7,3,8,4,6,2,3,6,3,4
MARCO.SCANDELLA.BUF,MARCO SCANDELLA (BUF),BUF,D,7,3,5,3,3,5,3,5,2,6,5,4,5,2,5,4,4,4,3,4
MARCUS.KRUGER.CAR,MARCUS KRUGER (CAR),CAR,F,2,3,4,2,4,2,3,3,6,7,6,9,3,0,6,3,3,,,4
MARK.PYSYK.FLA,MARK PYSYK (FLA),FLA,D,4,3,3,6,4,5,5,6,4,2,1,5,4,4,3,3,2,4,4,4
MARKUS.GRANLUND.VAN,MARKUS GRANLUND (VAN),VAN,F,6,3,3,4,4,4,4,2,3,5,5,5,4,5,6,2,4,,,4
MATT.CULLEN.MIN,MATT CULLEN (MIN),MIN,F,2,5,5,4,3,4,4,5,4,4,4,2,4,7,3,7,2,,,4
MATT.HENDRICKS.WPG,MATT HENDRICKS (WPG),WPG,F,1,5,3,6,6,4,6,10,3,3,2,6,3,2,2,2,3,,,4
MATT.HUNWICK.PIT,MATT HUNWICK (PIT),PIT,D,4,4,5,4,4,4,4,3,8,3,5,3,4,3,4,5,3,1,5,4
MATT.MARTIN.TOR,MATT MARTIN (TOR),TOR,F,0,5,3,4,4,5,4,7,2,3,3,6,4,4,3,4,4,,,4
MATT.STAJAN.CGY,MATT STAJAN (CGY),CGY,F,2,4,2,3,3,3,3,2,4,9,8,5,3,5,2,4,6,,,4
MICHAEL.STONE.CGY,MICHAEL STONE (CGY),CGY,D,3,5,4,5,5,7,5,3,2,5,5,3,4,6,1,3,4,3,4,4
MIIKKA.SALOMAKI.NSH,MIIKKA SALOMAKI (NSH),NSH,F,2,3,1,3,4,4,4,5,5,3,1,9,3,5,4,6,4,,,4
NATE.THOMPSON.OTT,NATE THOMPSON (OTT),OTT,F,3,4,3,2,5,1,3,4,5,3,2,5,4,4,6,6,6,,,4
NICK.BONINO.NSH,NICK BONINO (NSH),NSH,F,5,5,2,6,7,2,7,3,4,4,5,2,5,3,4,3,3,,,4
NICK.HOLDEN.NYR,NICK HOLDEN (NYR),NYR,D,4,8,2,6,6,3,7,3,3,4,5,3,8,4,5,4,3,5,3,4
NICK.RITCHIE.ANA,NICK RITCHIE (ANA),ANA,F,4,5,6,3,2,6,3,4,3,5,6,3,4,5,3,3,2,,,4
OSCAR.LINDBERG.VGK,OSCAR LINDBERG (VGK),VGK,F,3,4,5,5,6,5,6,1,4,7,5,5,4,3,3,6,2,,,4
PATRIK.BERGLUND.STL,PATRIK BERGLUND (STL),STL,F,5,3,4,5,6,3,5,3,4,5,4,7,2,4,4,1,1,,,4
PATRIK.NEMETH.COL,PATRIK NEMETH (COL),COL,D,4,8,3,7,8,3,8,3,3,5,5,2,3,3,2,4,3,6,3,4
PONTUS.ABERG.NSH,PONTUS ABERG (NSH),NSH,F,2,9,7,3,4,3,4,5,2,8,8,3,3,3,4,4,3,,,4
RILEY.SHEAHAN.DET,RILEY SHEAHAN (DET),DET,F,1,3,1,1,1,6,1,1,8,10,10,4,1,3,9,8,3,,,4
RILEY.SHEAHAN.TOT,RILEY SHEAHAN (TOT),TOT,F,5,4,1,3,4,4,3,6,4,4,5,6,5,2,5,4,3,,,4
ROBERT.HAGG.PHI,ROBERT HAGG (PHI),PHI,D,4,8,3,3,4,4,3,4,2,7,6,3,10,3,4,2,2,7,3,4
SAM.GAGNER.VAN,SAM GAGNER (VAN),VAN,F,5,3,5,3,3,5,3,5,4,2,3,2,4,4,5,2,6,,,4
SAMI.VATANEN.ANA,SAMI VATANEN (ANA),ANA,D,6,7,3,6,6,3,8,2,9,1,6,0,1,6,4,6,3,3,3,4
SCOTT.MAYFIELD.NYI,SCOTT MAYFIELD (NYI),NYI,D,4,5,3,5,5,5,5,6,7,2,3,3,5,4,2,4,4,5,3,4
SCOTT.WILSON.BUF,SCOTT WILSON (BUF),BUF,F,3,6,3,5,6,5,4,8,8,6,6,5,1,0,0,6,3,,,4
STEVEN.SANTINI.NJD,STEVEN SANTINI (NJD),NJD,D,5,7,0,5,6,3,5,7,3,6,6,2,4,4,4,4,4,5,6,4
TAYLOR.LEIER.PHI,TAYLOR LEIER (PHI),PHI,F,2,2,5,2,3,4,2,1,2,5,4,10,7,7,2,4,6,,,4
TOBIAS.RIEDER.ARI,TOBIAS RIEDER (ARI),ARI,F,5,5,4,4,4,4,5,5,2,4,5,2,4,5,2,2,6,,,4
TOMMY.WINGELS.CHI,TOMMY WINGELS (CHI),CHI,F,2,2,3,4,5,3,4,4,4,4,3,4,5,4,4,5,3,,,4
TORREY.MITCHELL.TOT,TORREY MITCHELL (TOT),TOT,F,2,1,3,4,5,2,5,7,3,1,0,6,2,2,5,6,5,,,4
TRAVIS.ZAJAC.NJD,TRAVIS ZAJAC (NJD),NJD,F,6,2,4,5,5,1,7,2,3,3,3,5,4,4,6,1,6,,,4
TREVOR.DALEY.DET,TREVOR DALEY (DET),DET,D,5,4,3,7,7,3,8,3,3,1,2,4,6,4,3,3,4,2,3,4
TROY.BROUWER.CGY,TROY BROUWER (CGY),CGY,F,4,4,2,3,5,3,4,5,4,6,6,3,4,3,3,4,5,,,4
TYSON.JOST.COL,TYSON JOST (COL),COL,F,4,4,4,3,4,5,3,4,4,6,4,4,3,2,6,5,5,,,4
ZAC.RINALDO.ARI,ZAC RINALDO (ARI),ARI,F,2,2,3,4,6,5,4,3,2,6,5,6,2.0,5,4,5,3,,,4
